time,amplitude,V1
2.697222222,-0.08,0.165
2.7,-0.06,0.17
2.702777778,-0.03,0.14
2.705555556,0.01,0.145
2.708333333,0.035,0.15
2.711111111,0.06,0.17
2.713888889,0.08,0.175
2.716666667,0.085,0.17
2.719444444,0.1,0.175
2.722222222,0.105,0.165
2.725,0.08,0.165
2.727777778,0.06,0.175
2.730555556,0.015,0.17
2.733333333,-0.01,0.17
2.736111111,-0.065,0.155
2.738888889,-0.095,0.135
2.741666667,-0.155,0.145
2.744444444,-0.215,0.155
2.747222222,-0.26,0.17
2.75,-0.3,0.16
2.752777778,-0.33,0.145
2.755555556,-0.38,0.13
2.758333333,-0.425,0.14
2.761111111,-0.47,0.145
2.763888889,-0.485,0.14
2.766666667,-0.485,0.135
2.769444444,-0.5,0.115
2.772222222,-0.545,0.11
2.775,-0.58,0.12
2.777777778,-0.61,0.14
2.780555556,-0.61,0.15
2.783333333,-0.63,0.16
2.786111111,-0.635,0.135
2.788888889,-0.645,0.115
2.791666667,-0.67,0.115
2.794444444,-0.69,0.125
2.797222222,-0.68,0.12
2.8,-0.685,0.125
2.802777778,-0.705,0.12
2.805555556,-0.735,0.1
2.808333333,-0.725,0.1
2.811111111,-0.7,0.11
2.813888889,-0.62,0.105
2.816666667,-0.61,0.11
2.819444444,-0.635,0.1
2.822222222,-0.64,0.085
2.825,-0.605,0.095
2.827777778,-0.54,0.1
2.830555556,-0.475,0.1
2.833333333,-0.46,0.1
2.836111111,-0.5,0.095
2.838888889,-0.52,0.075
2.841666667,-0.52,0.075
2.844444444,-0.505,0.09
2.847222222,-0.465,0.08
2.85,-0.435,0.065
2.852777778,-0.42,0.065
2.855555556,-0.475,0.045
2.858333333,-0.51,0.055
2.861111111,-0.51,0.065
2.863888889,-0.455,0.075
2.866666667,-0.415,0.055
2.869444444,-0.38,0.045
2.872222222,-0.385,0.03
2.875,-0.395,0.04
2.877777778,-0.385,0.06
2.880555556,-0.35,0.06
2.883333333,-0.32,0.05
2.886111111,-0.335,0.035
2.888888889,-0.365,0.025
2.891666667,-0.395,0.03
2.894444444,-0.375,0.05
2.897222222,-0.315,0.045
2.9,-0.27,0.055
2.902777778,-0.275,0.035
2.905555556,-0.28,0.03
2.908333333,-0.285,0.025
2.911111111,-0.255,0.025
2.913888889,-0.195,0.02
2.916666667,-0.14,0.005
2.919444444,-0.135,0
2.922222222,-0.12,-0.015
2.925,-0.125,-0.01
2.927777778,-0.11,-0.005
2.930555556,-0.09,0.005
2.933333333,-0.065,-0.005
2.936111111,-0.055,-0.03
2.938888889,-0.025,-0.035
2.941666667,0.005,-0.035
2.944444444,0.05,-0.025
2.947222222,0.075,-0.01
2.95,0.115,-0.025
2.952777778,0.145,-0.04
2.955555556,0.14,-0.06
2.958333333,0.115,-0.055
2.961111111,0.08,-0.04
2.963888889,0.08,-0.045
2.966666667,0.065,-0.06
2.969444444,0.01,-0.075
2.972222222,-0.045,-0.09
2.975,-0.08,-0.085
2.977777778,-0.075,-0.075
2.980555556,-0.04,-0.07
2.983333333,-0.01,-0.06
2.986111111,0.015,-0.07
2.988888889,0.04,-0.085
2.991666667,0.065,-0.075
2.994444444,0.095,-0.065
2.997222222,0.14,-0.055
